# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.841264879110955,4.396379732930406,-29.807434301393645,0,3.5,378.2690464741806,180.0,0.0,0.0
 0.01710783781932022,1.8417093040042227,4.396125131809206,-29.807434301393645,0.05987743236762077,3.5,378.2690464741806,180.0,1383.810798496508,0.0
 0.027513330781776257,1.8424926335982608,4.395909246261723,-15.408200776267565,0.0962966577362169,3.5,114.73707149315106,180.0,642.2058789205048,0.0
 0.03747912004319902,1.843612130370321,4.395731772906234,-9.008112324499033,0.13117692015119653,3.4999999999999964,47.49863705226833,180.0,358.7841621023371,0.0
 0.04731531197795841,1.8450650567976545,4.395592408361018,-5.479042442908619,0.1656035919228544,3.500000000000001,23.872516080585616,180.0,227.06434890021382,0.0
 0.05709290880579454,1.846848675357512,4.395490849244351,-3.2588987853872116,0.19982518082028086,3.5,13.61912293696574,180.0,156.17490148640175,0.0
 0.0668338878222856,1.8489602485271452,4.395426792174512,-1.7376023471056141,0.23391860737799955,3.499999999999999,8.486670947555455,180.0,113.8887756937289,0.0
 0.07654609536340824,1.8513970387838057,4.395399933769778,-0.6314909209637545,0.26791133377192883,3.5000000000000013,5.642155883922243,180.0,86.70975550596685,2.934191436512568e-12
 0.08623248087893023,1.8541563086047443,4.395409970648428,0.20841319882369608,0.3018136830762558,3.499999999999998,3.941099036199822,180.00000000000003,68.22998652372446,-2.941713772427819e-12
 0.09589409707585457,1.8572353204672123,4.395456599428736,0.8676251417372415,0.335629339765491,3.500000000000002,2.86216383119725,180.0,55.10294556612394,0.0
 0.10553121334150163,1.860631336848461,4.3955395167289835,1.398658634737599,0.36935924669525566,3.4999999999999973,2.14497510387171,180.0,45.44633538594849,0.0
 0.11514376811296136,1.8643416202257421,4.395658419167447,1.8355140227971571,0.4030031883953647,3.5,1.649679552190724,180.0,38.13687760887887,0.0
 0.1247315641674329,1.8683634330763066,4.395813003362402,2.2011626274654303,0.4365604745860151,3.4999999999999987,1.2965988163181696,180.0,32.471105925564075,0.0
 0.13429435599297665,1.8726940378774055,4.396002965932129,2.5116770537767796,0.47003024597541826,3.500000000000005,1.0380716092888733,180.0,27.990457656011788,2.9799853542508285e-12
 0.1438318892529511,1.8773306971062902,4.396228003494904,2.7786369746328985,0.5034116123853288,3.5000000000000013,0.8443966512310177,180.00000000000003,24.385743239130953,-2.9879755159102417e-12
 0.15334391814310275,1.8822706732402124,4.396487812669006,3.0105948688313324,0.5367037135008595,3.499999999999993,0.6964074103336905,180.0,21.442384816566634,0.0
 0.16283021231377873,1.887511228756423,4.39678209007271,3.2140036389221196,0.5699057430982255,3.500000000000003,0.5813574732742937,180.0,19.007704793322986,0.0
 0.17229055884624916,1.8930496261321736,4.397110532324296,3.393823113053854,0.603016955961872,3.4999999999999956,0.49054465499997274,180.0,16.9706791402101,0.0
 0.18172476193551565,1.8988831278447147,4.397472836042041,3.553927946625375,0.6360366667743047,3.5000000000000013,0.41788916283044203,180.0,15.249012130507937,-3.0210536805574182e-12
 0.19113264158138804,1.9050089963712988,4.397868697844223,3.6973888174676413,0.6689642455348581,3.5000000000000044,0.35905559457839176,179.99999999999997,13.780657468619422,3.029583929556346e-12
 0.20051403192780637,1.9114244941891763,4.398297814349118,3.826670544411045,0.7017991117473223,3.500000000000009,0.3108955192801775,180.0,12.518120737335558,0.0
 0.20986877955952027,1.9181268837755985,4.398759882175006,3.9437744047321437,0.734540728458321,3.499999999999997,0.27108473331566124,180.0,11.424547656275868,0.0
 0.21919674189782465,1.925113427607817,4.399254597940162,4.050342155002049,0.7671885966423864,3.5000000000000075,0.2378819181599407,180.0,10.470986199522677,0.0
 0.22849778575238286,1.9323813881630827,4.3997816582628655,4.147733256844283,0.7997422501333401,3.5,0.2099648303565069,180.0,9.634436637280634,3.064665574399855e-12
 0.23777178604390561,1.9399280279186475,4.400340759761394,4.237083025027081,0.8322012511536697,3.499999999999997,0.18631708521557827,180.00000000000003,8.89644071469564,-3.0736677162278583e-12
 0.24701862469219138,1.9477506093517623,4.400931599054024,4.3193469768599115,0.8645651864226699,3.4999999999999987,0.16614860862646616,180.0,8.24204610788839,-3.0827603628221577e-12
 0.25623818965519257,1.955846394939678,4.401553872759034,4.39533505637964,0.8968336637931741,3.500000000000003,0.14883889541417436,179.99999999999997,7.659036256255845,0.0
 0.26543037410173304,1.9642126471596468,4.402207277494702,4.465738330329884,0.9290063093560657,3.499999999999994,0.13389597132339773,179.99999999999997,7.137350632980094,6.2024298608012434e-12
 0.2745950757003844,1.9728466284889192,4.4028915098793036,4.531150019086092,0.9610827649513455,3.500000000000012,0.12092633271618655,180.00000000000003,6.6686434676934825,-3.110576250808967e-12
 0.2837321960082413,1.981745601404747,4.403606266531119,4.592082216740612,0.9930626860288447,3.5000000000000093,0.10961266621516046,180.0,6.245944360867972,0.0
 0.2928416399450675,1.9909068283843807,4.404351244068423,4.648979296728474,1.0249457398077366,3.500000000000012,0.09969715247097952,180.0,5.863394807516168,0.0
 0.301923315340181,2.0003275719050726,4.405126139109497,4.702228745083731,1.056731603690634,3.5000000000000124,0.09096882833338586,180.0,5.516041765551769,0.0
 0.3109771325412053,2.010005094444073,4.405930648272616,4.752169978902251,1.088419963894219,3.499999999999994,0.08325392838523953,180.0,5.199674646227387,0.0
