# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8092227910561378,3.2819764355648537,-39.71080957984132,0,3.0,2066.7012056775843,180.0,0.0,0.0
 0.008826935388163103,1.8093126983753007,3.2819017644124053,-39.71080957984132,0.026480806164489307,2.9999999999999996,2066.7012056775843,180.0,3185.465942513833,0.0
 0.017024532328948825,1.8096216682845487,3.2818270301745995,-13.597643714512817,0.05107359698684647,3.0,226.23757603093483,180.0,659.1036144160032,0.0
 0.025381210392933944,1.810147935423254,3.281752227536607,-8.089726998029297,0.07614363117880181,2.999999999999998,63.56653716834438,180.0,276.85061900905447,0.0
 0.03378241316947454,1.8108897344307886,3.2816773511836,-5.763848808923446,0.10134723950842361,3.000000000000001,26.19269518040979,180.0,152.03428047407797,0.0
 0.04219303219926067,1.8118452999465242,3.2816023958007494,-4.485146396388324,0.126579096597782,3.0,13.247541036316205,180.0,96.100251616482,0.0
 0.05059877163309613,1.8130128666098337,3.281527356073227,-3.6773527217741515,0.15179631489928838,3.0,7.614173390589832,180.0,66.26187838058,0.0
 0.05899267078407708,1.814390669060089,3.281452226686203,-3.1211571970929985,0.17697801235223123,3.0000000000000018,4.7763484505379505,180.0,48.47156165526976,3.392326771952864e-12
 0.0673709053531609,1.8159769419366623,3.2813770023248505,-2.7150510836153394,0.2021127160594827,3.0,3.1929998503830856,180.00000000000003,37.01041962488981,-3.399613661264981e-12
 0.07573118162638555,1.8177699198789254,3.28130167767434,-2.405633750563285,0.22719354487915663,2.9999999999999982,2.2402870327392677,180.0,29.192577698707538,0.0
 0.08407202808480099,1.819767837526251,3.2812262474198426,-2.162142942253003,0.25221608425440295,2.9999999999999982,1.632715819457367,180.0,23.620344337674435,0.0
 0.09239244828821072,1.8219689295180106,3.2811507062465304,-1.965611752014322,0.27717734486463214,3.0,1.2269418337899172,180.0,19.50775853240307,0.0
 0.10069173649981605,1.8243714304935765,3.2810750488395746,-1.8037112415915058,0.3020752094994481,2.9999999999999964,0.9455662061527573,180.0,16.385159674183583,0.0
 0.10896937328475052,1.8269735750923213,3.2809992698841466,-1.6680808411454588,0.3269081198542515,2.9999999999999982,0.7442743747659686,180.0,13.95780276066718,3.4427230028420203e-12
 0.11722496323693124,1.8297735979536163,3.2809233640654165,-1.5528509449199746,0.35167488971079364,2.9999999999999982,0.5964380947314833,180.00000000000003,12.033092600732152,-3.452071570446402e-12
 0.12545819619586687,1.8327697337168345,3.2808473260685576,-1.4537796903217022,0.3763745885876005,2.9999999999999933,0.485394681852796,180.0,10.48084570478487,0.0
 0.13366882219671392,1.8359602170213476,3.2807711505787402,-1.3677253860671295,0.4010064665901416,3.0,0.40035125254519116,180.0,9.210490900441771,0.0
 0.14185663477842658,1.8393432825065275,3.280694832281136,-1.2923116127887422,0.4255699043352796,2.9999999999999964,0.33410583162337043,180.0,8.157430304794325,0.0
 0.15002145955709717,1.842917164811747,3.2806183658609167,-1.2257076237058793,0.45006437867129134,3.0,0.28172643492288746,180.0,7.274582605298062,-3.490887161092625e-12
 0.15816314621691696,1.8466800985763778,3.280541746003253,-1.166480251552567,0.47448943865075077,3.0000000000000067,0.23975775348004258,179.99999999999997,6.526973964066609,3.5008932117134816e-12
 0.16628156277852732,1.850630318439792,3.280464967393317,-1.113491558025489,0.4988446883355818,2.9999999999999964,0.20572965474193688,180.0,5.888182649009367,0.0
 0.17437659142055037,1.854766059041362,3.280388024716279,-1.065826550832295,0.523129774261651,3.0,0.1778441872679229,180.0,5.337945214201825,0.0
 0.18244812538252903,1.8590855550204595,3.2803109126573116,-1.0227411447486834,0.547344376147587,3.00000000000001,0.15477132180567735,180.0,4.860509751633117,0.0
 0.19049606663487523,1.8635870410164568,3.2802336259015856,-0.9836240478110844,0.5714881999046256,3.0,0.135512696997221,180.0,4.4434811410224055,3.5419737647817303e-12
 0.19852032410199835,1.8682687516687264,3.2801561591342727,-0.9479684110852145,0.595560972305995,3.0000000000000036,0.11930890879794022,180.00000000000003,4.0769971182022235,-3.552496892792495e-12
 0.20652081229047997,1.8731289216166402,3.2800785070405434,-0.915350443796564,0.6195624368714399,2.9999999999999964,0.10557529600670648,180.0,3.7531311082457566,-3.5631189090974863e-12
 0.2144974502179532,1.8781657854995704,3.2800006643055704,-0.8854130758517513,0.6434923506538596,3.000000000000007,0.09385672247408776,179.99999999999997,3.4654531486886504,0.0
 0.22245016056804767,1.8833775779568889,3.2799226256145246,-0.8578533307284076,0.667350481704143,3.0,0.08379526178760148,179.99999999999997,3.2087028499804013,7.169316317386139e-12
 0.23037886901727014,1.8887625336279679,3.2798443856525763,-0.8324124613307238,0.6911366070518105,3.0000000000000036,0.07510678730680576,180.00000000000003,2.978542824167683,-3.5955753292291827e-12
 0.23828350369405135,1.8943188871521794,3.279765939104899,-0.8088681684365301,0.714850511082154,2.999999999999993,0.06756378814911014,180.0,2.7713707090129813,0.0
 0.2461639947403956,1.9000448731688961,3.2796872806566615,-0.7870284063780525,0.7384919842211868,3.0,0.060982618324164455,180.0,2.584174463013438,0.0
 0.2540202739539083,1.9059387263174898,3.2796084049930374,-0.7667264102601897,0.7620608218617247,2.9999999999999822,0.05521392808274389,180.0,2.414419786494417,0.0
 0.2618522744933344,1.9119986812373322,3.2795293067991977,-0.7478166731899644,0.7855568234800031,3.0,0.05013540513313248,180.0,2.2599618940822332,0.0
